(, ,",2;
(,2,0,21;
(,2,1,5;
(,2,2,7;
(,2,3,2;
(,2,4,5;
(,2,5,5;
(,2,6,8;
(,2,7,4;
(,2,8,8;
(,2,9,2;
(,2,=,2;
(,3, ,11;
(,3,),7;
(,3,,,1;
(,3,.,2;
(,3,0,5;
(,3,1,1;
(,3,2,6;
(,3,3,2;
(,3,4,3;
(,3,5,3;
(,3,6,4;
(,3,7,1;
(,3,9,1;
(,3,–,1;
(,4, ,2;
(,4,),5;
(,4,,,8;
(,4,.,4;
(,4,0,5;
(,4,1,1;
(,4,2,3;
(,4,4,1;
(,4,6,2;
(,4,7,5;
(,4,8,5;
(,4,9,3;
(,4,g,1;
(,4,–,1;
(,5, ,4;
(,5,),5;
(,5,,,6;
(,5,.,3;
(,5,0,6;
(,5,1,2;
(,5,2,4;
(,5,3,2;
(,5,4,1;
(,5,7,1;
(,5,8,2;
(,5,9,2;
(,6, ,5;
(,6,),10;
(,6,,,2;
(,6,.,4;
(,6,0,8;
(,6,1,4;
(,6,2,5;
(,6,3,4;
(,6,4,2;
(,6,7,4;
(,6,8,2;
(,6,9,2;
(,7, ,2;
(,7,),8;
(,7,,,2;
(,7,-,1;
(,7,.,1;
(,7,0,1;
(,7,1,3;
(,7,2,1;
(,7,3,2;
(,7,4,2;
(,7,5,9;
(,7,6,6;
(,7,7,2;
(,7,8,1;
(,7,9,1;
(,8, ,6;
(,8,),5;
(,8,,,2;
(,8,.,5;
(,8,0,5;
(,8,1,2;
(,8,2,7;
(,8,4,1;
(,8,5,3;
(,8,6,7;
(,8,7,7;
(,8,8,4;
(,8,9,1;
(,8,–,2;
(,9, ,7;
(,9,),5;
(,9,,,4;
(,9,.,3;
(,9,0,7;
(,9,1,8;
(,9,2,5;
(,9,3,5;
(,9,4,1;
(,9,5,4;
(,9,6,11;
(,9,7,6;
(,9,8,9;
(,9,9,12;
(,:, ,15;
(,;, ,3;
(,=, ,46;
(,=,(,2;
(,=,=,93;
(,=,a,14;
(,=,d,1;
(,=,k,1;
(,=,l,23;
(,a, ,57;
(,a,,,13;
(,a,-,7;
(,a,.,2;
(,a,a,24;
(,a,b,38;
(,a,c,32;
(,a,d,29;
(,a,e,3;
(,a,f,6;
(,a,g,5;
(,a,h,16;
(,a,i,9;
(,a,j,2;
(,a,k,1;
(,a,l,88;
(,a,m,92;
(,a,n,167;
(,a,p,7;
(,a,r,74;
(,a,s,231;
(,a,t,94;
(,a,u,112;
(,a,w,1;
(,a,x,1;
(,a,y,1;
(,a,z,2;
(,b, ,2;
(,b,1,1;
(,b,a,26;
(,b,e,107;
(,b,g,3;
(,b,i,2;
(,b,l,19;
(,b,o,31;
(,b,r,29;
(,b,s,21;
(,b,u,5;
(,c, ,2;
(,c,a,31;
(,c,d,1;
(,c,e,37;
(,c,h,267;
(,c,i,20;
(,c,k,32;
(,c,m,2;
(,c,n,1;
(,c,o,41;
(,c,s,12;
(,c,u,12;
(,d, ,115;
(,d,,,4;
(,d,-,12;
(,d,.,1;
(,d,2,1;
(,d,:,1;
(,d,a,40;
(,d,e,484;
(,d,g,14;
(,d,i,51;
(,d,l,6;
(,d,m,2;
(,d,n,3;
(,d,o,9;
(,d,p,2;
(,d,r,5;
(,d,s,4;
(,d,t,5;
(,d,u,7;
(,d,v,1;
(,d,w,4;
(,d,y,15;
(,d,ä,1;
(,e, ,223;
(,e,,,19;
(,e,-,4;
(,e,.,33;
(,e,:,1;
(,e,a,6;
(,e,b,25;
(,e,c,50;
(,e,d,13;
(,e,e,8;
(,e,f,18;
(,e,g,21;
(,e,h,41;
(,e,i,141;
(,e,j,4;
(,e,k,5;
(,e,l,97;
(,e,m,100;
(,e,n,437;
(,e,o,2;
(,e,p,12;
(,e,r,526;
(,e,s,123;
(,e,t,54;
(,e,u,35;
(,e,v,3;
(,e,w,4;
(,e,x,1;
(,e,y,15;
(,e,z,7;
(,f, ,31;
(,f,a,9;
(,f,b,1;
(,f,e,23;
(,f,f,9;
(,f,g,3;
(,f,i,12;
(,f,j,1;
(,f,m,6;
(,f,o,35;
(,f,r,19;
(,f,t,5;
(,f,u,1;
(,f,ä,2;
(,f,ü,9;
(,g, ,22;
(,g,,,3;
(,g,-,2;
(,g,.,5;
(,g,3,1;
(,g,a,8;
(,g,e,92;
(,g,f,1;
(,g,g,1;
(,g,h,1;
(,g,i,18;
(,g,k,2;
(,g,l,12;
(,g,n,1;
(,g,o,4;
(,g,r,23;
(,g,s,5;
(,g,t,2;
(,g,u,13;
(,g,y,12;
(,g,’,5;
(,g,è,2;
(,g,ö,1;
(,g,ü,25;
(,h, ,81;
(,h,),7;
(,h,,,1;
(,h,-,4;
(,h,.,2;
(,h,a,67;
(,h,e,154;
(,h,f,2;
(,h,i,14;
(,h,j,2;
(,h,l,12;
(,h,m,13;
(,h,n,24;
(,h,o,14;
(,h,p,1;
(,h,r,14;
(,h,s,13;
(,h,t,11;
(,h,u,4;
(,h,w,8;
(,h,y,19;
(,h,ä,1;
(,h,ö,1;
(,i, ,40;
(,i,.,2;
(,i,:,2;
(,i,a,43;
(,i,b,3;
(,i,c,50;
(,i,d,137;
(,i,e,107;
(,i,f,18;
(,i,g,14;
(,i,i,1;
(,i,k,10;
(,i,l,20;
(,i,m,30;
(,i,n,213;
(,i,o,47;
(,i,p,4;
(,i,r,16;
(,i,s,204;
(,i,t,74;
(,i,u,17;
(,i,v,10;
(,i,z,2;
(,i,ß,2;
(,i,é,1;
(,j,4,1;
(,j,a,15;
(,j,e,17;
(,j,i,4;
(,j,o,10;
(,j,p,2;
(,j,u,9;
(,j,é,1;
(,j,ö,1;
(,j,ü,1;
(,k, ,3;
(,k,-,1;
(,k,a,15;
(,k,e,16;
(,k,f,1;
(,k,i,4;
(,k,k,1;
(,k,l,5;
(,k,o,8;
(,k,r,26;
(,k,s,15;
(,k,t,39;
(,k,u,9;
(,k,ö,1;
(,k,ü,1;
(,l, ,26;
(,l,,,2;
(,l,-,15;
(,l,.,4;
(,l,/,1;
(,l,5,1;
(,l,:,1;
(,l,a,69;
(,l,b,4;
(,l,d,11;
(,l,e,59;
(,l,f,3;
(,l,g,8;
(,l,h,3;
(,l,i,104;
(,l,j,1;
(,l,k,2;
(,l,l,36;
(,l,m,8;
(,l,n,5;
(,l,o,32;
(,l,p,2;
(,l,s,51;
(,l,t,20;
(,l,u,5;
(,l,y,5;
(,l,ä,8;
(,l,ó,1;
(,m, ,178;
(,m,-,4;
(,m,.,1;
(,m,a,63;
(,m,b,25;
(,m,c,1;
(,m,e,70;
(,m,g,1;
(,m,i,82;
(,m,m,5;
(,m,o,9;
(,m,p,5;
(,m,s,18;
(,m,u,9;
(,m,y,5;
(,m,ä,16;
(,m,é,1;
(,m,ü,1;
(,n, ,425;
(,n,",2;
(,n,),3;
(,n,,,13;
(,n,-,16;
(,n,.,8;
(,n,1,1;
(,n,:,3;
(,n,;,1;
(,n,=,13;
(,n,a,126;
(,n,b,2;
(,n,c,15;
(,n,d,57;
(,n,e,101;
(,n,f,2;
(,n,g,46;
(,n,h,1;
(,n,i,92;
(,n,j,3;
(,n,k,25;
(,n,l,8;
(,n,m,2;
(,n,n,43;
(,n,o,89;
(,n,r,3;
(,n,s,27;
(,n,t,118;
(,n,u,17;
(,n,w,4;
(,n,y,1;
(,n,z,16;
(,n,ü,2;
(,o, ,5;
(,o,),1;
(,o,-,1;
(,o,9,1;
(,o,;,1;
(,o,b,29;
(,o,c,2;
(,o,d,28;
(,o,e,5;
(,o,f,14;
(,o,g,18;
(,o,h,10;
(,o,i,104;
(,o,j,3;
(,o,k,9;
(,o,l,34;
(,o,m,91;
(,o,n,190;
(,o,o,1;
(,o,p,33;
(,o,r,116;
(,o,s,19;
(,o,t,7;
(,o,u,14;
(,o,v,18;
(,o,w,9;
(,o,y,2;
(,o,š,1;
(,o,ß,1;
(,p, ,3;
(,p,a,28;
(,p,e,11;
(,p,h,19;
(,p,i,4;
(,p,l,31;
(,p,o,5;
(,p,p,4;
(,p,r,26;
(,p,t,35;
(,p,u,17;
(,p,y,1;
(,p,ä,5;
(,q,w,1;
(,r, ,312;
(,r,),1;
(,r,,,4;
(,r,-,8;
(,r,.,1;
(,r,:,2;
(,r,a,62;
(,r,b,2;
(,r,c,21;
(,r,d,78;
(,r,e,54;
(,r,f,3;
(,r,g,7;
(,r,h,4;
(,r,i,90;
(,r,j,2;
(,r,k,3;
(,r,l,8;
(,r,m,7;
(,r,n,41;
(,r,o,216;
(,r,p,3;
(,r,r,1;
(,r,s,30;
(,r,t,52;
(,r,u,27;
(,r,v,33;
(,r,w,3;
(,r,y,25;
(,r,z,3;
(,r,ä,3;
(,r,í,1;
(,r,ô,1;
(,r,ö,1;
(,r,ü,1;
(,s, ,159;
(,s,,,40;
(,s,-,9;
(,s,.,4;
(,s,:,1;
(,s,a,54;
(,s,b,3;
(,s,c,152;
(,s,e,88;
(,s,f,1;
(,s,g,6;
(,s,h,2;
(,s,i,89;
(,s,k,6;
(,s,m,26;
(,s,o,23;
(,s,p,6;
(,s,r,1;
(,s,s,22;
(,s,t,332;
(,s,u,8;
(,s,v,2;
(,s,ä,1;
(,s,ü,4;
(,t, ,147;
(,t,,,17;
(,t,-,5;
(,t,.,27;
(,t,a,52;
(,t,d,31;
(,t,e,349;
(,t,f,2;
(,t,g,25;
(,t,h,25;
(,t,i,47;
(,t,k,8;
(,t,l,7;
(,t,o,52;
(,t,p,2;
(,t,r,83;
(,t,s,20;
(,t,t,17;
(,t,u,18;
(,t,v,1;
(,t,w,4;
(,t,x,1;
(,t,y,1;
(,t,z,9;
(,t,ä,9;
(,u, ,8;
(,u,-,9;
(,u,a,5;
(,u,b,1;
(,u,c,29;
(,u,d,1;
(,u,e,4;
(,u,f,28;
(,u,g,17;
(,u,h,1;
(,u,i,7;
(,u,k,4;
(,u,l,23;
(,u,m,35;
(,u,n,73;
(,u,o,1;
(,u,p,32;
(,u,r,81;
(,u,s,58;
(,u,t,51;
(,u,ß,3;
(,v, ,1;
(,v,a,36;
(,v,e,39;
(,v,i,3;
(,v,k,2;
(,v,o,77;
(,v,ä,1;
(,v,ö,2;
(,w,),1;
(,w,1,2;
(,w,;,1;
(,w,a,19;
(,w,e,46;
(,w,i,19;
(,w,j,1;
(,w,l,1;
(,w,n,1;
(,w,o,6;
(,w,s,2;
(,w,u,48;
(,w,w,1;
(,w,ä,4;
(,x, ,2;
(,x,e,1;
(,y, ,49;
(,y,,,10;
(,y,:,2;
(,y,a,2;
(,y,e,2;
(,y,g,6;
(,y,k,1;
(,y,l,4;
(,y,m,1;
(,y,n,2;
(,y,r,1;
(,y,s,18;
(,y,t,4;
(,z, ,11;
(,z,-,1;
(,z,.,1;
(,z,:,1;
(,z,a,3;
(,z,e,14;
(,z,i,2;
(,z,t,1;
(,z,u,16;
(,z,w,3;
(,z,y,1;
(,z,ö,7;
(,z,ü,1;
(,’,e,5;
(,–,1,4;
(,š, ,1;
(,Á,n,1;
(,Ä,l,1;
(,ß, ,12;
(,ß,e,4;
(,ß,i,1;
(,ß,s,2;
(,ß,t,1;
(,ä, ,1;
(,ä,d,1;
(,ä,f,2;
(,ä,h,4;
(,ä,i,5;
(,ä,l,2;
(,ä,n,7;
(,ä,r,9;
(,ä,t,7;
(,ä,u,2;
(,ä,v,1;
(,ä,ß,13;
(,è,n,2;
(,é,-,1;
(,é,n,1;
(,é,r,1;
(,í,a,1;
(,ó,p,1;
(,ô,m,1;
(,ö, ,1;
(,ö,g,1;
(,ö,l,1;
(,ö,r,2;
(,ö,s,7;
(,ö,t,1;
(,ö,ß,1;
(,ü,b,3;
(,ü,c,1;
(,ü,d,4;
(,ü,h,3;
(,ü,n,2;
(,ü,p,1;
(,ü,r,32;
., ,(,2;
., ,.,3;
., ,1,3;
., ,2,2;
., ,=,5;
., ,a,8;
., ,b,2;
., ,c,1;
., ,d,17;
., ,e,8;
., ,f,3;
., ,g,4;
., ,h,1;
., ,i,7;
., ,j,2;
., ,l,7;
., ,m,3;
., ,n,4;
., ,o,2;
., ,p,3;
., ,r,2;
., ,s,9;
., ,t,3;
., ,u,6;
., ,v,11;
., ,w,9;
.,(,c,2;
.,), ,2;
.,,, ,5;
.,-,d,3;
.,-,l,2;
.,-,p,1;
.,., ,6;
.,.,=,3;
.,.,f,1;
.,.,p,2;
.,0,.,1;
.,0,1,1;
.,1, ,1;
.,1,1,1;
.,1,6,1;
.,1,9,2;
.,2,0,2;
.,5, ,1;
.,6,.,1;
.,7, ,1;
.,9,5,1;
.,9,7,1;
.,9,9,2;
.,=, ,5;
.,=,=,10;
.,=,f,1;
.,=,o,1;
.,=,w,1;
.,a, ,1;
.,a,a,1;
.,a,b,5;
.,a,c,2;
.,a,f,1;
.,a,g,3;
.,a,h,1;
.,a,i,5;
.,a,l,3;
.,a,m,2;
.,a,n,8;
.,a,r,3;
.,a,s,4;
.,a,t,5;
.,a,u,3;
.,b,e,8;
.,b,g,1;
.,b,l,2;
.,b,s,2;
.,b,u,3;
.,c,c,2;
.,c,h,11;
.,c,i,1;
.,c,o,2;
.,c,t,2;
.,d, ,9;
.,d,),2;
.,d,,,1;
.,d,a,4;
.,d,e,19;
.,d,i,6;
.,d,o,3;
.,e, ,28;
.,e,=,2;
.,e,b,7;
.,e,c,2;
.,e,d,3;
.,e,f,3;
.,e,g,3;
.,e,h,1;
.,e,i,15;
.,e,l,12;
.,e,m,1;
.,e,n,13;
.,e,r,25;
.,e,s,6;
.,e,t,3;
.,e,u,1;
.,e,v,2;
.,e,z,4;
.,f,.,1;
.,f,f,1;
.,f,i,3;
.,f,r,4;
.,f,t,1;
.,f,ü,4;
.,g, ,2;
.,g,a,4;
.,g,e,10;
.,g,i,1;
.,g,l,1;
.,g,s,1;
.,g,t,2;
.,g,u,3;
.,h, ,1;
.,h,a,1;
.,h,e,6;
.,h,l,1;
.,h,r,2;
.,h,t,1;
.,h,u,1;
.,h,w,3;
.,i, ,1;
.,i,a,2;
.,i,c,2;
.,i,e,16;
.,i,f,2;
.,i,g,2;
.,i,m,1;
.,i,n,15;
.,i,o,3;
.,i,q,1;
.,i,r,2;
.,i,s,13;
.,i,t,7;
.,i,z,2;
.,i,ß,1;
.,j,e,1;
.,j,u,1;
.,k,s,2;
.,l,,,1;
.,l,-,2;
.,l,a,6;
.,l,b,1;
.,l,d,2;
.,l,e,10;
.,l,i,6;
.,l,l,4;
.,l,n,2;
.,l,o,1;
.,l,t,3;
.,l,ä,3;
.,m, ,8;
.,m,-,1;
.,m,a,5;
.,m,b,1;
.,m,i,2;
.,m,m,1;
.,n, ,25;
.,n,,,2;
.,n,.,1;
.,n,a,3;
.,n,d,11;
.,n,e,2;
.,n,g,6;
.,n,i,2;
.,n,k,2;
.,n,o,3;
.,n,s,2;
.,n,t,2;
.,n,z,3;
.,n,ç,1;
.,o,.,1;
.,o,c,1;
.,o,d,2;
.,o,f,1;
.,o,m,5;
.,o,n,10;
.,o,o,1;
.,o,p,4;
.,o,r,2;
.,o,s,2;
.,o,u,1;
.,o,w,1;
.,p,-,2;
.,p,e,3;
.,p,i,1;
.,p,m,3;
.,p,o,2;
.,p,ä,1;
.,p,é,1;
.,q,u,1;
.,r, ,12;
.,r,.,1;
.,r,a,4;
.,r,d,5;
.,r,e,5;
.,r,f,1;
.,r,g,3;
.,r,i,4;
.,r,l,3;
.,r,n,2;
.,r,o,1;
.,r,r,1;
.,r,s,3;
.,r,t,6;
.,r,w,3;
.,s, ,6;
.,s,a,2;
.,s,c,6;
.,s,d,1;
.,s,e,7;
.,s,i,5;
.,s,l,2;
.,s,m,1;
.,s,o,4;
.,s,p,2;
.,s,s,3;
.,s,t,13;
.,s,u,1;
.,s,w,1;
.,t, ,11;
.,t,,,1;
.,t,-,1;
.,t,.,3;
.,t,a,3;
.,t,e,14;
.,t,i,3;
.,t,l,3;
.,t,o,2;
.,t,r,1;
.,t,s,3;
.,t,u,1;
.,t,z,2;
.,t,ü,1;
.,u,e,1;
.,u,g,2;
.,u,l,1;
.,u,m,1;
.,u,n,8;
.,u,r,8;
.,u,s,3;
.,v,e,8;
.,v,o,5;
.,w,a,2;
.,w,e,10;
.,w,i,4;
.,w,u,2;
.,z, ,2;
.,z,a,1;
.,z,e,3;
.,z,i,4;
.,z,o,1;
.,ß,t,1;
.,ä,i,1;
.,ä,n,3;
.,ç,a,1;
.,é,r,1;
.,ü,h,2;
.,ü,r,3;
1, ,",1;
1, ,&,7;
1, ,(,25;
1, ,-,1;
1, ,/,5;
1, ,1,51;
1, ,2,10;
1, ,3,5;
1, ,6,1;
1, ,8,1;
1, ,=,20;
1, ,[,3;
1, ,a,115;
1, ,b,83;
1, ,c,26;
1, ,d,250;
1, ,e,104;
1, ,f,55;
1, ,g,66;
1, ,h,57;
1, ,i,103;
1, ,j,32;
1, ,k,78;
1, ,l,24;
1, ,m,68;
1, ,n,53;
1, ,o,25;
1, ,p,46;
1, ,q,1;
1, ,r,27;
1, ,s,135;
1, ,t,17;
1, ,u,53;
1, ,v,81;
1, ,w,78;
1, ,z,44;
1, ,„,12;
1, ,–,2;
1, ,Ü,1;
1, ,ö,1;
1, ,ü,4;
1,",=,1;
1,",d,1;
1,%,0,1;
1,%,3,8;
1,&, ,7;
1,(,1,5;
1,(,d,2;
1,(,e,3;
1,(,g,1;
1,(,h,2;
1,(,n,1;
1,(,r,1;
1,(,u,3;
1,(,w,6;
1,(,z,1;
1,), ,10;
1,),,,1;
1,),.,11;
1,),1,1;
1,),:,2;
1,,, ,80;
1,-, ,2;
1,-,1,1;
1,-,3,1;
1,-,7,1;
1,-,a,1;
1,-,b,2;
1,-,c,1;
1,-,f,2;
1,-,h,1;
1,-,i,1;
1,-,j,1;
1,-,k,1;
1,-,m,5;
1,-,o,3;
1,-,p,2;
1,-,r,1;
1,-,v,4;
1,-,y,2;
1,., ,133;
1,.,),2;
1,.,1,2;
1,.,3,2;
1,.,6,1;
1,.,8,1;
1,.,:,1;
1,.,=,10;
1,.,a,2;
1,.,b,1;
1,.,d,9;
1,.,i,1;
1,.,j,2;
1,.,n,1;
1,.,s,2;
1,.,t,1;
1,.,z,1;
1,/, ,5;
1,/,/,1;
1,/,1,1;
1,/,s,1;
1,/,v,1;
1,0, ,7;
1,0,,,1;
1,0,.,3;
1,0,0,9;
1,0,1,2;
1,0,4,1;
1,0,5,1;
1,0,9,3;
1,0,a,1;
1,0,–,2;
1,1, ,7;
1,1,%,1;
1,1,,,1;
1,1,-,1;
1,1,.,5;
1,1,0,1;
1,1,1,3;
1,1,2,3;
1,1,3,1;
1,1,5,1;
1,1,6,4;
1,1,7,2;
1,1,8,45;
1,1,9,10;
1,1,n,1;
1,1,w,1;
1,1,–,1;
1,2, ,5;
1,2,),1;
1,2,,,3;
1,2,.,3;
1,2,/,1;
1,2,0,7;
1,2,2,2;
1,2,3,2;
1,2,4,1;
1,2,7,2;
1,2,e,1;
1,2,–,1;
1,3, ,2;
1,3,.,2;
1,3,0,2;
1,3,1,1;
1,3,2,1;
1,3,3,1;
1,3,5,2;
1,3,6,1;
1,3,7,1;
1,3,9,3;
1,3,b,1;
1,3,d,8;
1,3,s,1;
1,4, ,1;
1,4,,,2;
1,4,3,2;
1,4,6,9;
1,4,7,3;
1,4,8,6;
1,4,9,7;
1,4,~,1;
1,4,–,1;
1,5, ,2;
1,5,),1;
1,5,.,1;
1,5,0,3;
1,5,1,1;
1,5,2,3;
1,5,4,1;
1,5,5,1;
1,5,7,1;
1,5,9,1;
1,5,–,1;
1,6, ,8;
1,6,),1;
1,6,,,2;
1,6,.,2;
1,6,1,1;
1,6,4,4;
1,6,5,2;
1,6,7,2;
1,6,8,2;
1,6,:,1;
1,7, ,6;
1,7,),1;
1,7,,,1;
1,7,.,3;
1,7,0,2;
1,7,2,2;
1,7,4,1;
1,7,6,3;
1,7,7,1;
1,7,–,1;
1,8, ,2;
1,8,),2;
1,8,0,3;
1,8,1,3;
1,8,2,4;
1,8,3,2;
1,8,4,20;
1,8,5,8;
1,8,6,2;
1,8,7,4;
1,8,8,2;
1,8,9,1;
1,8,:,1;
1,8,],1;
1,8,–,3;
1,9, ,7;
1,9,),1;
1,9,,,1;
1,9,.,2;
1,9,1,2;
1,9,4,3;
1,9,6,4;
1,9,7,4;
1,9,9,1;
1,9,c,1;
1,:, ,20;
1,:,/,1;
1,:,0,1;
1,:,1,1;
1,:,4,1;
1,:,d,2;
1,:,g,1;
1,:,n,1;
1,=, ,18;
1,=,1,1;
1,=,=,37;
1,=,b,1;
1,=,d,3;
1,=,e,1;
1,=,i,1;
1,=,j,1;
1,=,n,1;
1,=,o,1;
1,=,s,1;
1,=,w,1;
1,[,3,1;
1,[,h,1;
1,[,p,1;
1,],),1;
1,],-,1;
1,],:,1;
1,_,d,1;
1,a, ,34;
1,a,%,1;
1,a,),1;
1,a,,,3;
1,a,.,12;
1,a,1,1;
1,a,a,1;
1,a,b,19;
1,a,c,30;
1,a,d,8;
1,a,e,1;
1,a,f,18;
1,a,g,11;
1,a,h,16;
1,a,i,4;
1,a,k,6;
1,a,l,40;
1,a,m,48;
1,a,n,136;
1,a,p,12;
1,a,r,60;
1,a,s,46;
1,a,t,99;
1,a,u,92;
1,a,v,5;
1,a,y,2;
1,a,z,6;
1,a,“,1;
1,b, ,8;
1,b,%,1;
1,b,.,2;
1,b,a,14;
1,b,e,73;
1,b,f,1;
1,b,g,2;
1,b,h,1;
1,b,i,11;
1,b,l,21;
1,b,n,1;
1,b,o,7;
1,b,r,26;
1,b,s,5;
1,b,t,3;
1,b,u,18;
1,b,v,1;
1,b,w,1;
1,b,ü,2;
1,c, ,1;
1,c,.,2;
1,c,2,1;
1,c,a,13;
1,c,e,2;
1,c,h,224;
1,c,i,7;
1,c,k,18;
1,c,l,7;
1,c,o,18;
1,c,t,3;
1,c,u,4;
1,c,y,2;
1,d, ,56;
1,d,%,1;
1,d,),1;
1,d,,,1;
1,d,a,36;
1,d,b,3;
1,d,e,253;
1,d,f,1;
1,d,i,82;
1,d,k,1;
1,d,l,19;
1,d,n,1;
1,d,o,16;
1,d,p,2;
1,d,r,10;
1,d,s,1;
1,d,t,4;
1,d,u,5;
1,d,v,3;
1,d,w,5;
1,d,z,1;
1,d,~,6;
1,d,ä,1;
1,d,ö,2;
1,e, ,227;
1,e,),4;
1,e,,,10;
1,e,-,6;
1,e,.,14;
1,e,:,1;
1,e,_,1;
1,e,a,5;
1,e,b,25;
1,e,c,10;
1,e,d,29;
1,e,e,7;
1,e,f,8;
1,e,g,16;
1,e,h,21;
1,e,i,180;
1,e,j,1;
1,e,k,12;
1,e,l,59;
1,e,m,33;
1,e,n,312;
1,e,o,1;
1,e,p,2;
1,e,r,384;
1,e,s,91;
1,e,t,36;
1,e,u,30;
1,e,v,4;
1,e,w,7;
1,e,x,5;
1,e,y,2;
1,e,z,8;
1,e,“,3;
1,e,ß,1;
1,f, ,25;
1,f,-,1;
1,f,.,3;
1,f,],1;
1,f,a,10;
1,f,e,12;
1,f,f,9;
1,f,g,5;
1,f,h,1;
1,f,i,9;
1,f,l,12;
1,f,m,1;
1,f,n,1;
1,f,o,4;
1,f,r,24;
1,f,t,25;
1,f,u,4;
1,f,ä,3;
1,f,ö,9;
1,f,ü,15;
1,g, ,49;
1,g,%,1;
1,g,,,4;
1,g,-,5;
1,g,.,6;
1,g,:,1;
1,g,a,7;
1,g,b,2;
1,g,e,131;
1,g,f,1;
1,g,i,15;
1,g,k,9;
1,g,l,11;
1,g,n,2;
1,g,o,1;
1,g,p,5;
1,g,r,24;
1,g,s,13;
1,g,t,6;
1,g,u,1;
1,g,“,2;
1,g,ö,2;
1,g,ü,1;
1,h, ,54;
1,h,),1;
1,h,,,3;
1,h,.,3;
1,h,a,92;
1,h,d,1;
1,h,e,92;
1,h,h,1;
1,h,i,21;
1,h,j,2;
1,h,l,15;
1,h,m,6;
1,h,n,16;
1,h,o,12;
1,h,r,40;
1,h,s,1;
1,h,t,33;
1,h,u,6;
1,h,w,10;
1,h,y,1;
1,h,z,1;
1,h,’,1;
1,h,ä,9;
1,h,ö,3;
1,h,ü,3;
1,i, ,12;
1,i,,,1;
1,i,-,3;
1,i,.,2;
1,i,:,1;
1,i,=,2;
1,i,a,19;
1,i,b,4;
1,i,c,76;
1,i,d,5;
1,i,e,163;
1,i,f,7;
1,i,g,35;
1,i,h,10;
1,i,i,1;
1,i,k,15;
1,i,l,43;
1,i,m,28;
1,i,n,207;
1,i,o,20;
1,i,p,5;
1,i,r,6;
1,i,s,85;
1,i,t,74;
1,i,u,1;
1,i,v,5;
1,i,w,2;
1,i,z,4;
1,i,ß,1;
1,j,.,3;
1,j,a,14;
1,j,e,8;
1,j,o,16;
1,j,u,3;
1,k, ,5;
1,k,,,1;
1,k,.,2;
1,k,=,1;
1,k,a,22;
1,k,e,19;
1,k,g,2;
1,k,h,2;
1,k,i,11;
1,k,l,14;
1,k,o,31;
1,k,r,34;
1,k,s,10;
1,k,t,15;
1,k,u,11;
1,k,ö,4;
1,l, ,21;
1,l,,,2;
1,l,.,1;
1,l,a,38;
1,l,b,2;
1,l,d,3;
1,l,e,71;
1,l,f,5;
1,l,g,3;
1,l,h,2;
1,l,i,85;
1,l,k,2;
1,l,l,37;
1,l,m,4;
1,l,n,9;
1,l,o,36;
1,l,p,3;
1,l,s,22;
1,l,t,20;
1,l,u,29;
1,l,v,2;
1,l,w,1;
1,l,ä,10;
1,l,ö,1;
1,m, ,70;
1,m,.,2;
